CCAA,FECHA,CASOS,PCR+,TestAc+,Hospitalizados,UCI,Fallecidos,New_Hosp,New_UCI,New_Fallecidos
EX,30/7/2020,2429,433,,1806,114,509,7,2,1
GA,30/7/2020,3941,654,,2993,338,610,8,0,0
MD,30/7/2020,56056,7212,,43387,3679,8990,89,4,2
MC,30/7/2020,983,674,,718,115,150,9,1,0
NC,30/7/2020,2737,1470,,2090,140,507,17,0,0
PV,30/7/2020,9231,2536,,7148,584,1499,22,1,2
RI,30/7/2020,1972,184,,1523,91,358,1,0,0
CE,30/7/2020,22,50,,14,4,4,0,0,0
ML,30/7/2020,51,8,,46,3,2,0,0,0
AN,6/8/2020,8663,3716,,6490,788,1385,87,6,3
AR,6/8/2020,4430,13365,,3256,292,882,436,20,22
AS,6/8/2020,1544,239,,1109,122,313,0,1,0
IB,6/8/2020,1589,824,,1196,172,221,15,0,0
CN,6/8/2020,1326,464,,985,184,157,8,0,0
CB,6/8/2020,1369,354,,1076,83,210,18,2,0
CM,6/8/2020,12958,2029,,9359,662,2937,9,2,2
CL,6/8/2020,11615,2403,,9029,578,2008,36,1,2
CT,6/8/2020,39246,28635,,30138,3012,6096,133,8,17
VC,6/8/2020,8124,3274,,5983,747,1394,80,7,2
EX,6/8/2020,2436,595,,1812,115,509,6,1,0
GA,6/8/2020,3960,896,,3011,339,610,18,1,0
MD,6/8/2020,56192,10906,,43508,3689,8995,121,10,5
MC,6/8/2020,1030,1108,,759,121,150,41,6,0
NC,6/8/2020,2763,1923,,2113,143,507,23,3,0
PV,6/8/2020,9248,4129,,7164,585,1499,16,1,0
RI,6/8/2020,1976,209,,1527,91,358,4,0,0
CE,6/8/2020,22,50,,14,4,4,0,0,0
ML,6/8/2020,52,27,,47,3,2,1,0,0
AN,13/8/2020,8774,5911,,6586,796,1392,96,8,7
AR,13/8/2020,4745,14334,,3497,312,936,241,20,54
AS,13/8/2020,1549,393,,1114,122,313,5,0,0
IB,13/8/2020,1617,1781,,1220,175,222,24,3,1
CN,13/8/2020,1364,928,,1018,187,159,33,3,2
CB,13/8/2020,1393,600,,1094,86,213,18,3,3
CM,13/8/2020,12968,2713,,9364,664,2940,5,2,3
CL,13/8/2020,11702,3863,,9107,583,2012,78,5,4
CT,13/8/2020,39404,34548,,30280,3022,6102,142,10,6
VC,13/8/2020,8257,5128,,6104,754,1399,121,7,5
EX,13/8/2020,2446,804,,1820,115,511,8,0,2
GA,13/8/2020,4004,1574,,3049,341,614,38,2,4
MD,13/8/2020,56509,18383,,43796,3705,9008,288,16,13
MC,13/8/2020,1071,1637,,797,123,151,38,2,1
NC,13/8/2020,2798,2633,,2142,147,509,29,4,2
PV,13/8/2020,9263,1413,,7174,586,1503,10,1,4
RI,13/8/2020,1980,368,,1531,91,358,4,0,0
CE,13/8/2020,24,53,,16,4,4,2,0,0
ML,13/8/2020,54,62,,49,3,2,2,0,0
AN,20/8/2020,8961,8915,,6749,809,1403,163,13,11
AR,20/8/2020,5110,17664,,3744,329,1037,247,17,101
AS,20/8/2020,1552,569,,1117,122,313,3,0,0
IB,20/8/2020,1651,3100,,1246,181,224,26,6,2
CN,20/8/2020,1457,1833,,1096,200,161,78,13,2
CB,20/8/2020,1420,971,,1119,87,214,25,1,1
CM,20/8/2020,13004,3825,,9398,665,2941,34,1,1
CL,20/8/2020,11837,5865,,9228,591,2018,121,8,6
CT,20/8/2020,39602,40877,,30454,3033,6115,174,11,13
VC,20/8/2020,8453,7481,,6284,766,1403,180,12,4
EX,20/8/2020,2464,1166,,1837,115,512,17,0,1
GA,20/8/2020,4091,2620,,3127,348,616,78,7,2
MD,20/8/2020,57118,31142,,44331,3724,9063,535,19,55
MC,20/8/2020,1146,2317,,862,130,154,65,7,3
NC,20/8/2020,2843,3291,,2182,151,510,40,4,1
PV,20/8/2020,9308,9814,,7212,588,1508,38,2,5
RI,20/8/2020,1990,779,,1540,91,359,9,0,1
CE,20/8/2020,25,86,,17,4,4,1,0,0
ML,20/8/2020,58,96,,53,3,2,4,0,0
AN,9/9/2020,10203,25312,,7813,893,1497,1064,84,94
AR,9/9/2020,5845,23253,,4328,367,1150,584,38,113
AS,9/9/2020,1613,1375,,1169,127,317,52,5,4
IB,9/9/2020,1933,8135,,1474,212,247,228,31,23
CN,9/9/2020,1945,7363,,1487,274,184,391,74,23
CB,9/9/2020,1511,2778,,1201,90,220,82,3,6
CM,9/9/2020,13119,10809,,9494,670,2955,96,5,14
CL,9/9/2020,12516,14310,,9800,636,2080,572,45,62
CT,9/9/2020,40123,63358,,30898,3059,6166,444,26,51
VC,9/9/2020,9288,18080,,6990,840,1458,706,74,55
EX,9/9/2020,2595,3295,,1936,132,527,99,17,15
GA,9/9/2020,4544,7625,,3508,382,654,381,34,38
MD,9/9/2020,59435,83725,,46316,3801,9318,1985,77,255
MC,9/9/2020,1727,7820,,1365,196,166,503,66,12
NC,9/9/2020,3052,6419,,2367,167,518,185,16,8
PV,9/9/2020,9368,21485,,7248,591,1529,36,3,21
RI,9/9/2020,2142,2363,,1666,104,372,126,13,13
CE,9/9/2020,38,246,,26,5,7,9,1,3
ML,9/9/2020,76,387,,68,5,3,15,2,1
AN,16/9/2020,10886,32009,,8372,937,1577,559,44,80
AR,16/9/2020,6294,25832,,4667,387,1240,339,20,90
AS,16/9/2020,1646,1785,,1194,133,319,25,6,2
IB,16/9/2020,2069,9451,,1583,221,265,109,9,18
CN,16/9/2020,2128,8879,,1625,303,200,138,29,16
CB,16/9/2020,1574,3612,,1256,97,221,55,7,1
CM,16/9/2020,13218,16238,,9583,673,2962,89,3,7
CL,16/9/2020,12865,18811,,10082,656,2127,282,20,47
CT,16/9/2020,40299,69737,,31050,3069,6180,152,10,14
VC,16/9/2020,9648,21979,,7299,861,1488,309,21,30
EX,16/9/2020,2689,4701,,2020,140,529,84,8,2
GA,16/9/2020,4756,9219,,3675,395,686,167,13,32
MD,16/9/2020,60340,109599,,47024,3824,9492,708,23,174
MC,16/9/2020,1957,10133,,1550,227,180,185,31,14
NC,16/9/2020,3187,8546,,2484,176,527,117,9,9
PV,16/9/2020,9582,24950,,7301,594,1687,53,3,158
RI,16/9/2020,2218,3030,,1733,106,379,67,2,7
CE,16/9/2020,40,311,,26,5,9,0,0,2
ML,16/9/2020,88,532,,76,8,4,8,3,1
AN,23/9/2020,11702,41126,,9064,978,1660,692,41,83
AR,23/9/2020,6530,28307,,4861,396,1273,194,9,33
AS,23/9/2020,1688,2390,,1228,139,321,34,6,2
IB,23/9/2020,2274,10987,,1741,251,282,158,30,17
CN,23/9/2020,2284,10065,,1743,328,213,118,25,13
CB,23/9/2020,1607,4162,,1283,99,225,27,2,4
CM,23/9/2020,13374,21037,,9712,679,2983,129,6,21
CL,23/9/2020,13325,23756,,10464,685,2176,382,29,49
CT,23/9/2020,40593,77216,,31292,3085,6216,242,16,36
VC,23/9/2020,10032,25625,,7618,891,1523,319,30,35
EX,23/9/2020,2861,6452,,2169,146,546,149,6,17
GA,23/9/2020,4969,10899,,3842,415,712,167,20,26
MD,23/9/2020,61190,138077,,47662,3829,9699,638,5,207
MC,23/9/2020,2215,14447,,1762,254,199,212,27,19
NC,23/9/2020,3334,10722,,2606,188,540,122,12,13
PV,23/9/2020,9962,28133,,7586,609,1767,285,15,80
RI,23/9/2020,2302,3838,,1792,111,399,59,5,20
CE,23/9/2020,47,386,,30,7,10,4,2,1
ML,23/9/2020,99,667,,86,9,4,10,1,0
AN,30/9/2020,12480,49826,,9681,1025,1774,617,47,114
AR,30/9/2020,6906,30730,,5144,414,1348,283,18,75
AS,30/9/2020,1752,3021,,1285,142,325,57,3,4
IB,30/9/2020,2400,11855,,1839,267,294,98,16,12
CN,30/9/2020,2439,11158,,1860,353,226,117,25,13
CB,30/9/2020,1628,4534,,1300,100,228,17,1,3
CM,30/9/2020,13689,26174,,9918,691,3080,206,12,97
CL,30/9/2020,13909,29227,,10927,723,2259,463,38,83
CT,30/9/2020,41035,83581,,31667,3137,6231,375,52,15
VC,30/9/2020,10405,29394,,7918,930,1557,300,39,34
EX,30/9/2020,3009,7742,,2287,156,566,118,10,20
GA,30/9/2020,5107,12152,,3951,427,729,109,12,17
MD,30/9/2020,62404,166882,,48581,3876,9947,919,47,248
MC,30/9/2020,2496,17665,,1994,287,215,232,33,16
NC,30/9/2020,3467,13014,,2719,197,551,113,9,11
PV,30/9/2020,10664,31046,,8175,665,1824,589,56,57
RI,30/9/2020,2369,4506,,1845,115,409,53,4,10
CE,30/9/2020,54,487,,37,7,10,7,0,0
ML,30/9/2020,106,863,,93,9,4,7,0,0
AN,7/10/2020,13110,57964,,10145,1078,1887,464,53,113
AR,7/10/2020,6964,32390,,5200,416,1348,56,2,0
AS,7/10/2020,1821,3741,,1347,144,330,62,2,5
IB,7/10/2020,2479,12716,,1894,278,307,55,11,13
CN,7/10/2020,2576,12134,,1969,374,233,109,21,7
CB,7/10/2020,1646,4852,,1316,100,230,16,0,2
CM,7/10/2020,14012,30151,,10162,713,3137,244,22,57
CL,7/10/2020,14541,34327,,11421,765,2355,494,42,96
CT,7/10/2020,41375,93887,,31957,3164,6254,290,27,23
VC,7/10/2020,10717,32638,,8171,955,1591,253,25,34
EX,7/10/2020,3112,8905,,2348,158,606,61,2,40
GA,7/10/2020,5297,13774,,4094,444,759,143,17,30
MD,7/10/2020,63743,187262,,49634,3937,10172,1053,61,225
MC,7/10/2020,2753,20624,,2211,316,226,217,29,11
NC,7/10/2020,3651,14983,,2863,207,581,144,10,30
PV,7/10/2020,10996,33388,,8480,668,1848,305,3,24
RI,7/10/2020,2456,5097,,1916,123,417,71,8,8
CE,7/10/2020,70,600,,48,11,11,11,4,1
ML,7/10/2020,113,1052,,98,9,6,5,0,2
AN,14/10/2020,13923,69179,,10803,1121,1999,658,43,112
AR,14/10/2020,7414,35573,,5542,440,1432,342,24,84
AS,14/10/2020,1928,4932,,1440,148,340,93,4,10
IB,14/10/2020,2534,13567,,1931,285,318,37,7,11
CN,14/10/2020,2699,12971,,2063,392,244,94,18,11
CB,14/10/2020,1666,5208,,1330,103,233,14,3,3
CM,14/10/2020,14251,33803,,10349,723,3179,187,10,42
CL,14/10/2020,15681,40175,,12353,841,2487,932,76,132
CT,14/10/2020,41677,106705,,32204,3190,6283,247,26,29
VC,14/10/2020,10996,35537,,8402,974,1620,231,19,29
EX,14/10/2020,3223,10294,,2430,167,626,82,9,20
GA,14/10/2020,5514,16033,,4258,465,791,164,21,32
MD,14/10/2020,64761,202361,,50409,3978,10374,775,41,202
MC,14/10/2020,2998,23135,,2407,336,255,196,20,29
NC,14/10/2020,3860,18098,,3034,221,605,171,14,24
PV,14/10/2020,11514,37100,,8879,720,1915,399,52,67
RI,14/10/2020,2534,5838,,1976,131,427,60,8,10
CE,14/10/2020,83,765,,59,12,12,11,1,1
ML,14/10/2020,136,1337,,118,9,9,20,0,3
AN,21/10/2020,14960,87000,,11673,1158,2129,870,37,130
AR,21/10/2020,7793,39719,,5856,458,1479,314,18,47
AS,21/10/2020,2172,6462,,1653,163,356,213,15,16
IB,21/10/2020,2627,14480,,2004,290,333,73,5,15
CN,21/10/2020,2830,13903,,2156,415,259,93,23,15
CB,21/10/2020,1703,5903,,1357,106,240,27,3,7
CM,21/10/2020,14548,38383,,10571,742,3235,222,19,56
CL,21/10/2020,16489,47936,,12975,907,2607,622,66,120
CT,21/10/2020,42196,127142,,32659,3217,6320,455,27,37
VC,21/10/2020,11520,40261,,8844,1017,1659,442,43,39
EX,21/10/2020,3371,12355,,2548,174,649,118,7,23
GA,21/10/2020,5840,18756,,4516,491,833,258,26,42
MD,21/10/2020,66379,218124,,51679,4041,10659,1270,63,285
MC,21/10/2020,3364,26532,,2705,383,276,298,47,21
NC,21/10/2020,4100,21329,,3216,242,642,182,21,37
PV,21/10/2020,11856,41473,,9141,746,1969,262,26,54
RI,21/10/2020,2638,6864,,2050,156,432,74,25,5
CE,21/10/2020,89,927,,63,13,13,4,1,1
ML,21/10/2020,165,1802,,139,15,11,21,6,2
AN,28/10/2020,16379,107105,,12799,1231,2349,1126,73,220
AR,28/10/2020,8441,47964,,6377,508,1556,521,50,77
AS,28/10/2020,2540,8564,,1962,180,398,309,17,42
IB,28/10/2020,2739,15852,,2087,298,354,83,8,21
CN,28/10/2020,2922,14665,,2225,426,271,69,11,12
CB,28/10/2020,1765,7052,,1413,108,244,56,2,4
CM,28/10/2020,14757,44593,,10722,750,3285,151,8,50
CL,28/10/2020,17622,58456,,13899,966,2757,924,59,150
CT,28/10/2020,43035,160525,,33402,3268,6365,743,51,45
VC,28/10/2020,12174,47243,,9401,1065,1708,557,48,49
EX,28/10/2020,3618,15354,,2741,186,691,193,12,42
GA,28/10/2020,6267,22916,,4843,537,887,327,46,54
MD,28/10/2020,67684,233072,,52696,4102,10886,1017,61,227
MC,28/10/2020,3745,30675,,3021,422,302,316,39,26
NC,28/10/2020,4396,24126,,3461,264,671,245,22,29
PV,28/10/2020,12066,49294,,9299,764,2003,158,18,34
RI,28/10/2020,2820,8074,,2201,171,448,151,15,16
CE,28/10/2020,105,1296,,76,13,16,13,0,3
ML,28/10/2020,178,2420,,151,15,12,12,0,1
AN,6/11/2020,18452,143476,,14454,1337,2661,1655,106,312
AR,6/11/2020,9157,55660,,6916,551,1690,539,43,134
AS,6/11/2020,3161,11296,,2451,214,496,489,34,98
IB,6/11/2020,2871,17620,,2190,318,363,103,20,9
CN,6/11/2020,3014,15594,,2291,438,285,66,12,14
CB,6/11/2020,1864,8539,,1492,117,255,79,9,11
CM,6/11/2020,15218,51826,,11050,780,3388,328,30,103
CL,6/11/2020,18929,70841,,14918,1049,2962,1019,83,205
CT,6/11/2020,44226,197668,,34328,3341,6557,926,73,192
VC,6/11/2020,13134,57192,,10198,1137,1799,797,72,91
EX,6/11/2020,3976,18925,,3012,213,751,271,27,60
GA,6/11/2020,6840,28231,,5290,592,958,447,55,71
MD,6/11/2020,68841,246930,,53609,4158,11074,913,56,188
MC,6/11/2020,4455,38623,,3591,484,380,570,62,78
NC,6/11/2020,4772,29907,,3757,299,716,296,35,45
PV,6/11/2020,12347,58936,,9487,782,2078,188,18,75
RI,6/11/2020,3003,9610,,2344,191,468,143,20,20
CE,6/11/2020,165,1839,,117,18,30,41,5,14
ML,6/11/2020,210,3137,,180,16,14,29,1,2
AN,12/11/2020,20303,166768,,15895,1432,2976,1441,95,315
AR,12/11/2020,9726,60284,,7294,583,1849,378,32,159
AS,12/11/2020,3852,14016,,3011,245,596,560,31,100
IB,12/11/2020,2960,18975,,2260,329,371,70,11,8
CN,12/11/2020,3118,16416,,2372,450,296,81,12,11
CB,12/11/2020,1938,9959,,1551,120,267,59,3,12
CM,12/11/2020,15504,56603,,11255,795,3454,205,15,66
CL,12/11/2020,20000,81302,,15753,1096,3151,835,47,189
CT,12/11/2020,45007,217434,,34926,3386,6695,598,45,138
VC,12/11/2020,13882,65577,,10804,1184,1894,606,47,95
EX,12/11/2020,4249,21370,,3217,237,795,205,24,44
GA,12/11/2020,7293,31668,,5639,633,1021,349,41,63
MD,12/11/2020,69546,255940,,54160,4187,11199,551,29,125
MC,12/11/2020,4951,45004,,3980,527,444,389,43,64
NC,12/11/2020,4964,31536,,3888,322,754,131,23,38
PV,12/11/2020,12740,65736,,9772,808,2160,285,26,82
RI,12/11/2020,3138,10625,,2449,203,486,105,12,18
CE,12/11/2020,182,2230,,125,18,39,8,0,9
ML,12/11/2020,320,3364,,256,34,30,76,18,16
AN,18/11/2020,22370,3365,,17462,1547,3361,1567,115,385
AR,18/11/2020,10339,3366,,7670,616,2053,376,33,204
AS,18/11/2020,4569,3367,,3565,275,729,554,30,133
IB,18/11/2020,3099,3368,,2368,343,388,108,14,17
CN,18/11/2020,3216,3369,,2447,462,307,75,12,11
CB,18/11/2020,2053,3370,,1637,127,289,86,7,22
CM,18/11/2020,15989,3371,,11609,831,3549,354,36,95
CL,18/11/2020,21194,3372,,16638,1153,3403,885,57,252
CT,18/11/2020,46070,3373,,35810,3439,6821,884,53,126
VC,18/11/2020,14993,3374,,11684,1275,2034,880,91,140
EX,18/11/2020,4487,3375,,3396,242,849,179,5,54
GA,18/11/2020,7813,3376,,6021,694,1098,382,61,77
MD,18/11/2020,71115,3377,,55436,4248,11431,1276,61,232
MC,18/11/2020,5500,3378,,4397,589,514,417,62,70
NC,18/11/2020,5156,3379,,4033,335,788,145,13,34
PV,18/11/2020,13201,3380,,10089,836,2276,317,28,116
RI,18/11/2020,3262,3381,,2546,207,509,97,4,23
CE,18/11/2020,221,3382,,157,19,45,32,1,6
ML,18/11/2020,350,3383,,278,38,34,22,4,4
AN,25/11/2020,24395,3384,,19015,1653,3727,1553,106,366
AR,25/11/2020,10751,3385,,7935,642,2174,265,26,121
AS,25/11/2020,5221,3386,,4041,302,878,476,27,149
IB,25/11/2020,3199,3387,,2453,353,393,85,10,5
CN,25/11/2020,3312,3388,,2519,471,322,72,9,15
CB,25/11/2020,2102,3389,,1678,128,296,41,1,7
CM,25/11/2020,16438,3390,,11903,861,3674,294,30,125
CL,25/11/2020,22162,3391,,17347,1215,3600,709,62,197
CT,25/11/2020,47315,3392,,36624,3503,7188,814,64,367
VC,25/11/2020,16066,3393,,12531,1347,2188,847,72,154
EX,25/11/2020,4674,3394,,3523,253,898,127,11,49
GA,25/11/2020,8202,3395,,6301,738,1163,280,44,65
MD,25/11/2020,71949,3396,,56114,4283,11552,678,35,121
MC,25/11/2020,5849,3397,,4640,624,585,243,35,71
NC,25/11/2020,5274,3398,,4098,345,831,65,10,43
PV,25/11/2020,13680,3399,,10423,865,2392,334,29,116
RI,25/11/2020,3360,3400,,2623,212,525,77,5,16
CE,25/11/2020,245,3401,,171,22,52,14,3,7
ML,25/11/2020,376,3402,,297,41,38,19,3,4
AN,2/12/2020,26661,3403,,20702,1837,4122,1687,184,395
AR,2/12/2020,11713,3404,,8702,720,2291,767,78,117
AS,2/12/2020,5723,3405,,4392,321,1010,351,19,132
IB,2/12/2020,3304,3406,,2535,365,404,82,12,11
CN,2/12/2020,3427,3407,,2608,486,333,89,15,11
CB,2/12/2020,2191,3408,,1739,134,318,61,6,22
CM,2/12/2020,16798,3409,,12144,892,3762,241,31,88
CL,2/12/2020,22859,3410,,17840,1254,3765,493,39,165
CT,2/12/2020,48302,3411,,37279,3561,7462,655,58,274
VC,2/12/2020,16903,3412,,13164,1418,2321,633,71,133
EX,2/12/2020,4860,3413,,3642,272,946,119,19,48
GA,2/12/2020,8507,3414,,6529,759,1219,228,21,56
MD,2/12/2020,72633,3415,,56666,4314,11653,552,31,101
MC,2/12/2020,6051,3416,,4791,643,617,151,19,32
NC,2/12/2020,5359,3417,,4146,351,862,48,6,31
PV,2/12/2020,13900,3418,,10508,891,2501,85,26,109
RI,2/12/2020,3464,3419,,2693,228,543,70,16,18
CE,2/12/2020,260,3420,,182,23,55,11,1,3
ML,2/12/2020,388,3421,,303,43,42,6,2,4
AN,9/12/2020,28165,3422,,21812,1979,4374,1110,142,252
AR,9/12/2020,12016,3423,,8909,744,2363,207,24,72
AS,9/12/2020,6080,3424,,4594,333,1153,202,12,143
IB,9/12/2020,3353,3425,,2565,372,416,30,7,12
CN,9/12/2020,3542,3426,,2698,503,341,90,17,8
CB,9/12/2020,2443,3427,,1938,171,334,199,37,16
CM,9/12/2020,17024,3428,,12319,898,3807,175,6,45
CL,9/12/2020,23378,3429,,18221,1280,3877,381,26,112
CT,9/12/2020,49025,3430,,37794,3588,7643,515,27,181
VC,9/12/2020,17568,3431,,13682,1469,2417,518,51,96
EX,9/12/2020,4948,3432,,3690,284,974,48,12,28
GA,9/12/2020,8766,3433,,6729,779,1258,200,20,39
MD,9/12/2020,73112,3434,,57051,4339,11722,385,25,69
MC,9/12/2020,6145,3435,,4859,649,637,68,6,20
NC,9/12/2020,5437,3436,,4194,355,888,48,4,26
PV,9/12/2020,14118,3437,,10621,899,2598,113,8,97
RI,9/12/2020,3515,3438,,2725,230,560,32,2,17
CE,9/12/2020,262,3439,,184,23,55,2,0,0
ML,9/12/2020,400,3440,,314,44,42,11,1,0
AN,16/12/2020,29133,3441,,22428,2112,4593,616,133,219
AR,16/12/2020,12277,3442,,9062,752,2463,153,8,100
AS,16/12/2020,6330,3443,,4755,343,1232,161,10,79
IB,16/12/2020,3504,3444,,2691,390,423,126,18,7
CN,16/12/2020,3731,3445,,2853,520,358,155,17,17
CB,16/12/2020,2555,3446,,2021,181,353,83,10,19
CM,16/12/2020,17452,3447,,12590,934,3928,271,36,121
CL,16/12/2020,23987,3448,,18608,1313,4066,387,33,189
CT,16/12/2020,49888,3449,,38379,3639,7870,585,51,227
VC,16/12/2020,18573,3450,,14450,1546,2577,768,77,160
EX,16/12/2020,5066,3451,,3768,289,1009,78,5,35
GA,16/12/2020,9050,3452,,6948,806,1296,219,27,38
MD,16/12/2020,73895,3453,,57624,4379,11892,573,40,170
MC,16/12/2020,6347,3454,,4986,672,689,127,23,52
NC,16/12/2020,5520,3455,,4254,360,906,60,5,18
PV,16/12/2020,14334,3456,,10706,912,2716,85,13,118
RI,16/12/2020,3556,3457,,2761,231,564,36,1,4
CE,16/12/2020,272,3458,,191,24,57,7,1,2
ML,16/12/2020,409,3459,,322,44,43,8,0,1
AN,22/12/2020,29847,3460,,22830,2206,4811,402,94,218
AR,22/12/2020,12499,3461,,9221,769,2509,159,17,46
AS,22/12/2020,6492,3462,,4867,349,1276,112,6,44
IB,22/12/2020,3632,3463,,2798,396,438,107,6,15
CN,22/12/2020,3853,3464,,2940,531,382,87,11,24
CB,22/12/2020,2605,3465,,2057,187,361,36,6,8
CM,22/12/2020,17689,3466,,12749,946,3994,159,12,66
CL,22/12/2020,24342,3467,,18841,1343,4158,233,30,92
CT,22/12/2020,50310,3468,,38716,3657,7937,337,18,67
VC,22/12/2020,19240,3469,,14992,1589,2659,542,43,82
EX,22/12/2020,5197,3470,,3875,295,1027,107,6,18
GA,22/12/2020,9285,3471,,7133,829,1323,185,23,27
MD,22/12/2020,74424,3472,,58062,4409,11953,438,30,61
MC,22/12/2020,6464,3473,,5069,680,715,83,8,26
NC,22/12/2020,5575,3474,,4288,364,923,34,4,17
PV,22/12/2020,14526,3475,,10778,922,2826,72,10,110
RI,22/12/2020,3590,3476,,2789,234,567,28,3,3
CE,22/12/2020,278,3477,,195,25,58,4,1,1
ML,22/12/2020,417,3478,,329,45,43,7,1,0
AN,29/12/2020,248417,,,23229,2324,5020,399,118,209
AR,29/12/2020,73565,,,9347,790,2562,126,21,53
AS,29/12/2020,24545,,,4950,358,1313,83,9,37
IB,29/12/2020,30141,,,2826,399,440,28,3,2
CN,29/12/2020,24232,,,3056,549,399,116,18,17
CB,29/12/2020,15488,,,2420,252,385,363,65,24
CM,29/12/2020,81336,,,12873,962,4026,124,16,32
CL,29/12/2020,112364,,,19045,1363,4214,204,20,56
CT,29/12/2020,295931,,,39086,3680,8058,370,23,121
VC,29/12/2020,131745,,,15757,1649,2766,765,60,107
EX,29/12/2020,32288,,,3990,301,1051,115,6,24
GA,29/12/2020,51068,,,7372,860,1356,239,31,33
MD,29/12/2020,323541,,,58418,4430,12026,356,21,73
MC,29/12/2020,57821,,,5174,698,737,105,18,22
NC,29/12/2020,37002,,,4330,369,935,42,5,12
PV,29/12/2020,96624,,,10825,924,2908,47,2,82
RI,29/12/2020,14176,,,2819,234,574,30,0,7
CE,29/12/2020,2927,,,197,25,59,2,0,1
ML,29/12/2020,4369,,,335,45,43,6,0,0
