Time,Characteristic,n,Total ,Mujeres ,Hombres ,p-valor,Mujeres_norm,Hombres_norm
4/27/2020,Hipertension arterial,110062,20750,10796,9954,"<0,001",,
5/4/2020,Hipertension arterial,118490,23377,12358,11019,"<0,001",,
5/11/2020,Hipertension arterial,135835,27137,14676,12461,"<0,001",,
5/14/2020,Hipertension arterial,138044,29113,15612,13107,"<0,001",,
5/21/2020,Hipertension arterial,149307,31761,17154,14213,"0,037",,
5/29/2020,Hipertension arterial,,31800,17176,14230,"0,035",,
3/25/2020,Hipertensión arterial,,69,32,37,"0,958",,
4/1/2020,Hospitalizacion,,23102,9443,13647,"<0,001",,
4/6/2020,Hospitalizacion,,39743,16406,23327,"<0,001",,
4/27/2020,Hospitalizacion,170914,79697,34419,45271,"<0,001",,
5/4/2020,Hospitalizacion,182568,83905,36640,47265,"<0,001",,
5/11/2020,Hospitalizacion,201645,88707,39019,49612,"<0,001",,
5/14/2020,Hospitalizacion,206497,89504,39363,49976,"<0,001",,
5/21/2020,Hospitalizacion,239628,92087,40570,51352,"<0,001",,
5/29/2020,Hospitalizacion,,92113,40585,51363,"<0,001",,
8/6/2020,Importado,,1011,394,604,"<0,001",,
8/13/2020,Importado,,1268,499,765,"<0,001",,
8/20/2020,Importado,,1325,531,791,"<0,001",,
9/9/2020,Importado,,1739,705,1030,"<0,001",,
9/16/2020,Importado,,1977,823,1149,"<0,001",,
9/23/2020,Importado,,2321,985,1332,,,
9/30/2020,Importado,,2540,1084,1454,"<0,001",,
10/7/2020,Importado,,2636,1133,1501,"<0,001",,
10/14/2020,Importado,,2838,1227,1610,"<0,001",,
10/21/2020,Importado,,3225,1404,1820,"<0,001",,
10/28/2020,Importado,,3868,1558,2308,"<0,001",,
11/6/2020,Importado,,4169,1697,2470,"<0,001",,
11/12/2020,Importado,,4317,1751,2565,"<0,001",,
11/18/2020,Importado,,4349,1755,2593,"<0,001",,
11/25/2020,Importado,,4022,1559,2461,"<0,001",,
12/2/2020,Importado,,4102,1586,2514,"<0,001",,
12/9/2020,Importado,,4216,1635,2579,"<0,001",,
12/16/2020,Importado,,4327,1673,2652,"<0,001",,
12/22/2020,Importado,,4390,1700,2685,"<0,001",,
12/29/2020,Importado,,4540,1762,2774,"<0,001",,
3/9/2020,Inmunodepresión,,2,,,,,
3/16/2020,Inmunodepresión,,5,,,,,
3/25/2020,Inmunodepresión,,23,16,7,"<0,001",,
8/6/2020,Laboral,,3886,1811,1772,"<0,001",,
8/13/2020,Laboral,,5024,2327,2695,"<0,001",,
8/20/2020,Laboral,,7010,3271,3737,,,
9/9/2020,Laboral,,12448,5958,6486,,,
9/16/2020,Laboral,,15096,7260,7832,,,
9/23/2020,Laboral,,18824,9336,9484,,,
9/30/2020,Laboral,,21555,10792,10758,,,
10/7/2020,Laboral,,23776,11922,11847,,,
10/14/2020,Laboral,,26108,13117,12982,,,
10/21/2020,Laboral,,29196,14701,14482,,,
10/28/2020,Laboral,,33019,16680,16317,,,
11/6/2020,Laboral,,37815,19206,18578,,,
11/12/2020,Laboral,,41344,20995,20297,,,
11/18/2020,Laboral,,46283,23577,22641,,,
11/25/2020,Laboral,,49784,25344,24370,,,
12/2/2020,Laboral,,52639,26789,25794,,,
12/9/2020,Laboral,,54749,27818,26875,,,
12/16/2020,Laboral,,57497,29267,28174,,,
12/22/2020,Laboral,,59905,30502,29343,,,
12/29/2020,Laboral,,62651,31884,30703,,,
8/6/2020,Mediana de edad (rango),,38,39,38,"<0,001",,
8/13/2020,Mediana de edad (rango),,38,39,37,"<0,001",,
8/20/2020,Mediana de edad (rango),,38,38,37,"<0,001",,
9/9/2020,Mediana de edad (rango),,38,39,37,"<0,001",,
9/16/2020,Mediana de edad (rango),,38,39,38,"<0,001",,
9/23/2020,Mediana de edad (rango),,39,39,38,,,
9/30/2020,Mediana de edad (rango),,39,39,38,"<0,001",,
10/7/2020,Mediana de edad (rango),,39,39,38,"<0,001",,
10/14/2020,Mediana de edad (rango),,39,40,39,"<0,001",,
10/21/2020,Mediana de edad (rango),,39,40,39,"<0,001",,
10/28/2020,Mediana de edad (rango),,40,40,39,"<0,001",,
11/6/2020,Mediana de edad (rango),,40 (24-56),41 (24-56),40 (23-55),"<0,001",,
11/12/2020,Mediana de edad (rango),,40,41,40,"<0,001",,
11/18/2020,Mediana de edad (rango),,41 (24-56),41 (25-57),40 (23-55),"<0,001",,
11/25/2020,Mediana de edad (rango),,41 (24-56),42 (25-57),40 (23-56),"<0,001",,
12/2/2020,Mediana de edad (rango),,41 (24-57),42 (25-57),40 (23-56),"<0,001",,
12/9/2020,Mediana de edad (rango),,41 (24-57),42 (25-57),40 (23-56),"<0,001",,
12/16/2020,Mediana de edad (rango),,41 (24-57),42 (25-57),40 (23-56),"<0,001",,
12/22/2020,Mediana de edad (rango),,41 (24-57),42 (25-57),41 (23-56),"<0,001",,
12/29/2020,Mediana de edad (rango),,41 (24-57),42 (25-58),41 (23-56),"<0,001",,
3/2/2020,Mediana de edad (RIC),,41,,,,,
3/9/2020,Mediana de edad (RIC),,47,,,,,
3/16/2020,Mediana de edad (RIC),,51,,,,,
3/2/2020,Neumonia ,,5,,,,,
3/9/2020,Neumonia ,,19,,,,,
3/16/2020,Neumonia ,,62,,,,,
3/25/2020,Neumonia ,,3653,2210,1443,"<0,001",,
4/1/2020,Neumonia ,,14575,5869,8700,"<0,001",,
4/6/2020,Neumonia ,,25090,10233,14856,"<0,001",,
4/16/2020,Neumonia ,65867,39179,16294,22880,"<0,001",,
4/27/2020,Neumonia ,94932,52903,22746,30154,"<0,001",,
5/4/2020,Neumonia ,102547,56365,24413,31952,"<0,001",,
5/11/2020,Neumonia ,117506,63805,27731,36071,"<0,001",,
5/14/2020,Neumonia ,119044,64172,27914,36255,"<0,001",,
5/21/2020,Neumonia ,124671,67120,29246,37871,"<0,001",,
5/29/2020,Neumonia ,,67293,29317,37973,"<0,001",,
8/6/2020,Número de contactos estrechos identificados,,3,3,3,"<0,001",,
8/13/2020,Número de contactos estrechos identificados,,3,3,3,"<0,001",,
8/20/2020,Número de contactos estrechos identificados,,3,3,3,"<0,001",,
9/9/2020,Número de contactos estrechos identificados,,3(1-5),3(1-5),3,"0,204",,
9/16/2020,Número de contactos estrechos identificados,,3(1-5),3,3,"0,584",,
9/23/2020,Número de contactos estrechos identificados,,3,3,3,,,
9/30/2020,Número de contactos estrechos identificados,,3,3,3,"0,310",,
10/7/2020,Número de contactos estrechos identificados,,3,3,3,"0,123",,
10/14/2020,Número de contactos estrechos identificados,,3,3,3,"0,187",,
10/21/2020,Número de contactos estrechos identificados,,3,3,3,"0,157",,
10/28/2020,Número de contactos estrechos identificados,,2,3,2,"0,006",,
11/6/2020,Número de contactos estrechos identificados,,2,2,2,"<0,001",,
11/12/2020,Número de contactos estrechos identificados,,2,2,2,"<0,001",,
11/18/2020,Número de contactos estrechos identificados*,,2(1-4),2(1-4),2,"<0,001",,
11/25/2020,Número de contactos estrechos identificados*,,2(1-4),2(1-4),2,"<0,001",,
12/2/2020,Número de contactos estrechos identificados*,,2(1-4),2(1-4),2,"<0,001",,
12/9/2020,Número de contactos estrechos identificados*,,2(1-4),2(1-4),2,"<0,001",,
12/16/2020,Número de contactos estrechos identificados*,,2(1-4),2(1-4),2,"<0,001",,
12/22/2020,Número de contactos estrechos identificados*,,2(1-4),2(1-4),2,"<0,001",,
12/29/2020,Número de contactos estrechos identificados*,,2(1-4),2(1-4),2,"<0,001",,
3/2/2020,Otra,,1,,,,,
3/9/2020,Otra,,7,,,,,
3/16/2020,Otra,,26,,,,,
3/25/2020,Otra,,1331,737,594,"0,346",,
8/6/2020,Otros,,6269,2910,2685,"<0,001",,
8/13/2020,Otros,,8629,4154,4472,"<0,001",,
8/20/2020,Otros,,12998,6262,6735,,,
9/9/2020,Otros,,24776,12009,12760,,,
9/16/2020,Otros,,30464,14932,15524,,,
9/23/2020,Otros,,37165,18313,18843,,,
9/30/2020,Otros,,41863,20782,21077,,,
10/7/2020,Otros,,45829,22831,22995,,,
10/14/2020,Otros,,50371,25134,25234,,,
10/21/2020,Otros,,57056,28615,28437,,,
10/28/2020,Otros,,64654,32498,32149,,,
11/6/2020,Otros,,73709,37152,36547,,,
11/12/2020,Otros,,79112,39921,39177,,,
11/18/2020,Otros,,86599,43830,42749,,,
11/25/2020,Otros,,91465,46339,45104,,,
12/2/2020,Otros,,95949,48670,47272,,,
12/9/2020,Otros,,99206,50384,48815,,,
12/16/2020,Otros,,103782,52749,51026,,,
12/22/2020,Otros,,108115,54917,53188,,,
12/29/2020,Otros,,111120,56459,54649,,,
8/6/2020,Otros centros,,272,181,73,"<0,001",,
8/13/2020,Otros centros,,380,271,109,"<0,001",,
8/20/2020,Otros centros,,429,296,133,"<0,001",,
9/9/2020,Otros centros,,815,569,246,"<0,001",,
9/16/2020,Otros centros,,975,683,292,"<0,001",,
9/23/2020,Otros centros,,1160,803,357,,,
9/30/2020,Otros centros,,1311,919,392,"<0,001",,
10/7/2020,Otros centros,,1498,1052,446,"<0,001",,
10/14/2020,Otros centros,,1745,1222,523,"<0,001",,
10/21/2020,Otros centros,,1950,1357,593,"<0,001",,
10/28/2020,Otros centros,,2279,1577,702,"<0,001",,
11/6/2020,Otros centros,,2707,1888,819,"<0,001",,
11/12/2020,Otros centros,,2932,2058,874,"<0,001",,
11/18/2020,Otros centros,,3401,2416,984,"<0,001",,
11/25/2020,Otros centros,,3689,2629,1053,"<0,001",,
12/2/2020,Otros centros,,3925,2812,1108,"<0,001",,
12/9/2020,Otros centros,,4097,2936,1156,"<0,001",,
12/16/2020,Otros centros,,4103,2931,1167,"<0,001",,
12/22/2020,Otros centros,,3793,2681,1107,"<0,001",,
12/29/2020,Otros centros,,3998,2836,1157,"<0,001",,
3/2/2020,Otros síntomas,,3,,,,,
3/9/2020,Otros síntomas,,29,,,,,
3/16/2020,Otros síntomas,,104,,,,,
3/2/2020,Otros sintomas resp.,,0,,,,,
3/9/2020,Otros sintomas resp.,,1,,,,,
3/16/2020,Otros sintomas resp.,,3,,,,,
3/25/2020,Otros síntomas resp.,,616,346,270,"0,036",,
4/1/2020,Otros síntomas resp.,,3332,1476,1856,"<0,001",,
4/6/2020,Otros síntomas resp.,,4904,2197,2707,"<0,001",,
4/16/2020,Otros síntomas resp.,37827,5829,2562,3265,"<0,001",,
4/27/2020,Otros síntomas resp.,55352,8436,3812,4624,"<0,001",,
5/4/2020,Otros síntomas resp.,59576,8336,3741,4595,"<0,001",,
5/11/2020,Otros síntomas resp.,67652,6352,2703,3649,"<0,001",,
5/14/2020,Otros síntomas resp.,69032,6411,2728,3683,"<0,001",,
5/21/2020,Otros síntomas resp.,69594,6417,2721,3696,"<0,001",,
5/29/2020,Otros síntomas resp.,,6407,2699,3708,"<0,001",,
8/6/2020,PCR/Técnicas moleculares,,73641,35741,30494,"<0,001",,
8/13/2020,PCR/Técnicas moleculares,,95590,48305,45424,"<0,001",,
8/20/2020,PCR/Técnicas moleculares,,139924,71434,68195,,,
9/9/2020,PCR/Técnicas moleculares,,300232,153968,146064,,,
9/16/2020,PCR/Técnicas moleculares,,368834,189628,178981,,,
9/23/2020,PCR/Técnicas moleculares,,445238,229742,215261,,,
9/30/2020,PCR/Técnicas moleculares,,518234,268297,249736,,,
10/7/2020,PCR/Técnicas moleculares,,578157,299646,278307,,,
10/14/2020,PCR/Técnicas moleculares,,655852,340374,315312,,,
10/21/2020,PCR/Técnicas moleculares,,738247,383529,354545,,,
10/28/2020,PCR/Técnicas moleculares,,849502,442735,406550,,,
11/6/2020,PCR/Técnicas moleculares,,986688,515297,471149,,,
11/12/2020,PCR/Técnicas moleculares,,1074223,561876,512015,,,
11/18/2020,PCR/Técnicas moleculares,,1165240,610634,553938,,,
11/25/2020,PCR/Técnicas moleculares,,1228234,644235,583251,,,
12/2/2020,PCR/Técnicas moleculares,,1274077,668960,604711,,,
12/9/2020,PCR/Técnicas moleculares,,1310214,688310,621582,,,
12/16/2020,PCR/Técnicas moleculares,,1354511,711705,642382,,,
12/22/2020,PCR/Técnicas moleculares,,1397044,734183,662566,,,
12/29/2020,PCR/Técnicas moleculares,,1441844,757829,683704,,,
8/6/2020,Personal sanitario que trabaja en,,,,,"<0,001",,
8/13/2020,Personal sanitario que trabaja en,,,,,"<0,001",,
8/20/2020,Personal sanitario que trabaja en,,,,,,,
9/9/2020,Personal sanitario que trabaja en,,,,,,,
9/16/2020,Personal sanitario que trabaja en,,,,,,,
9/23/2020,Personal sanitario que trabaja en,,,,,,,
9/30/2020,Personal sanitario que trabaja en,,,,,,,
10/7/2020,Personal sanitario que trabaja en,,,,,,,
10/14/2020,Personal sanitario que trabaja en,,,,,,,
10/21/2020,Personal sanitario que trabaja en,,,,,,,
10/28/2020,Personal sanitario que trabaja en,,,,,,,
11/6/2020,Personal sanitario que trabaja en,,,,,,,
11/12/2020,Personal sanitario que trabaja en,,,,,,,
11/18/2020,Personal sanitario que trabaja en*,,,,,,,
11/25/2020,Personal sanitario que trabaja en*,,,,,,,
12/2/2020,Personal sanitario que trabaja en*,,,,,,,
12/9/2020,Personal sanitario que trabaja en*,,,,,,,
12/16/2020,Personal sanitario que trabaja en*,,,,,,,
12/22/2020,Personal sanitario que trabaja en*,,,,,,,
12/29/2020,Personal sanitario que trabaja en*,,,,,,,
8/6/2020,Personal sanitario y sociosanitario,,2635,1869,505,"<0,001",,
8/13/2020,Personal sanitario y sociosanitario,,3201,2475,726,"<0,001",,
8/20/2020,Personal sanitario y sociosanitario,,3730,2902,828,"<0,001",,
9/9/2020,Personal sanitario y sociosanitario,,6843,5293,1547,"<0,001",,
9/16/2020,Personal sanitario y sociosanitario,,8427,6561,1862,"<0,001",,
9/23/2020,Personal sanitario y sociosanitario,,10123,7867,2252,,,
9/30/2020,Personal sanitario y sociosanitario,,11688,9095,2587,"<0,001",,
10/7/2020,Personal sanitario y sociosanitario,,13344,10397,2943,"<0,001",,
10/14/2020,Personal sanitario y sociosanitario,,15219,11838,3377,"<0,001",,
10/21/2020,Personal sanitario y sociosanitario,,17501,13622,3875,"<0,001",,
10/28/2020,Personal sanitario y sociosanitario,,20681,16134,4541,"<0,001",,
11/6/2020,Personal sanitario y sociosanitario,,24609,19224,5379,"<0,001",,
11/12/2020,Personal sanitario y sociosanitario,,27395,21444,5942,"<0,001",,
11/18/2020,Personal sanitario y sociosanitario,,31844,24913,6919,"<0,001",,
11/25/2020,Personal sanitario y sociosanitario,,34733,27181,7537,"<0,001",,
12/2/2020,Personal sanitario y sociosanitario,,37318,29239,8071,"<0,001",,
12/9/2020,Personal sanitario y sociosanitario,,39355,30836,8511,"<0,001",,
12/16/2020,Personal sanitario y sociosanitario,,41759,32718,9032,"<0,001",,
12/22/2020,Personal sanitario y sociosanitario,,43357,34020,9329,"<0,001",,
12/29/2020,Personal sanitario y sociosanitario,,45590,35668,9913,"<0,001",,
8/6/2020,Prueba de laboratorio*,,,,,"<0,001",,
8/13/2020,Prueba de laboratorio*,,,,,"<0,001",,
8/20/2020,Prueba de laboratorio*,,,,,,,
9/9/2020,Prueba de laboratorio*,,,,,,,
9/16/2020,Prueba de laboratorio*,,,,,,,
9/23/2020,Prueba de laboratorio*,,,,,,,
9/30/2020,Prueba de laboratorio*,,,,,,,
10/7/2020,Prueba de laboratorio*,,,,,,,
10/14/2020,Prueba de laboratorio*,,,,,,,
10/21/2020,Prueba de laboratorio*,,,,,,,
10/28/2020,Prueba de laboratorio*,,,,,,,
11/6/2020,Prueba de laboratorio*,,,,,,,
11/12/2020,Prueba de laboratorio*,,,,,,,
11/18/2020,Prueba de laboratorio*,,,,,,,
11/25/2020,Prueba de laboratorio*,,,,,,,
12/2/2020,Prueba de laboratorio*,,,,,,,
12/9/2020,Prueba de laboratorio*,,,,,,,
12/16/2020,Prueba de laboratorio*,,,,,,,
12/22/2020,Prueba de laboratorio*,,,,,,,
12/29/2020,Prueba de laboratorio*,,,,,,,
3/2/2020,SDRA,,0,,,,,
3/9/2020,SDRA,,4,,,,,
3/16/2020,SDRA,,10,,,,,
3/2/2020,Sexo,,33,7,26,,,
3/9/2020,Sexo,,122,38,84,,,
3/16/2020,Sexo,,687,360,327,,,
3/25/2020,Sexo,,,10055,10527,"<0,001",,
4/1/2020,Sexo,,52129,25948,26153,,,
4/6/2020,Sexo,,83660,42448,41185,,,
4/16/2020,Sexo,122469,,64449,58008,"<0,001",,
4/27/2020,Sexo,198863,,110056,88807,,,
5/4/2020,Sexo,210881,210881,117830,93051,,,
5/11/2020,Sexo,230974,,130951,100023,,,
5/14/2020,Sexo,234657,,133284,101373,,,
5/21/2020,Sexo,248335,,141581,106754,,,
5/29/2020,Sexo,,,141571,106758,,,
8/6/2020,Sexo,,,36774,30964,"<0,001",,
8/13/2020,Sexo,,,49349,45913,"<0,001",,
8/20/2020,Sexo,,,72975,69133,,,
9/9/2020,Sexo,,,158317,149576,,,
9/16/2020,Sexo,,195353,183726,,,,
9/23/2020,Sexo,,,236799,221201,,,
9/30/2020,Sexo,,,276720,256870,,,
10/7/2020,Sexo,,,311620,288586,,,
10/14/2020,Sexo,,,349417,323024,,,
10/21/2020,Sexo,,,400007,369150,,,
10/28/2020,Sexo,,,468917,429945,,,
11/6/2020,Sexo,,,556817,508552,,,
11/12/2020,Sexo,,,614454,559757,,,
11/18/2020,Sexo,,,676917,613944,,,
11/25/2020,Sexo,,,719129,651240,,,
12/2/2020,Sexo,,,751585,679887,,,
12/9/2020,Sexo,,,776191,701713,,,
12/16/2020,Sexo,,,808354,730699,,,
12/22/2020,Sexo,,,838006,757833,,,
12/29/2020,Sexo,,,870236,786938,,,
3/25/2020,Síndrome de distres respiratorio agudo,,166,112,54,"<0,001",,
4/1/2020,Síndrome de distres respiratorio agudo,,547,187,359,"<0,001",,
4/6/2020,Síndrome de distres respiratorio agudo,,1695,601,1094,"<0,001",,
4/16/2020,Síndrome de distres respiratorio agudo,37128,2760,1013,1744,"<0,001",,
4/27/2020,Síndrome de distres respiratorio agudo,62859,4248,1593,2655,"<0,001",,
5/4/2020,Síndrome de distres respiratorio agudo,69441,4704,1763,2941,"<0,001",,
5/11/2020,Síndrome de distres respiratorio agudo,79881,5358,2022,3336,"<0,001",,
5/14/2020,Síndrome de distres respiratorio agudo,81282,5419,2051,3368,"<0,001",,
5/21/2020,Síndrome de distres respiratorio agudo,85496,5807,2227,3580,"<0,001",,
5/29/2020,Síndrome de distrés respiratorio agudo,,5846,2242,3604,"<0,001",,
8/6/2020,Sintomas,,37460,18937,16208,"0,028",,
8/13/2020,Sintomas,,54429,27924,26486,"<0,001",,
8/20/2020,Sintomas,,78076,39932,38134,"0,011",,
9/9/2020,Sintomas,,135081,69398,65661,"0,287",,
9/16/2020,Sintomas,,166598,85834,80725,"0,573",,
9/23/2020,Sintomas,,213905,110926,102932,,,
9/30/2020,Sintomas,,244895,127303,117563,"0,201",,
10/7/2020,Sintomas,,276751,144239,132487,"0,016",,
10/14/2020,Sintomas,,313338,163681,149633,"<0,001",,
10/21/2020,Sintomas,,366809,191801,174977,"<0,001",,
10/28/2020,Sintomas,,428598,224748,203793,"<0,001",,
11/6/2020,Sintomas,,490696,257635,232995,"<0,001",,
11/12/2020,Sintomas,,539972,284097,255754,"<0,001",,
3/2/2020,Síntomas,,,,,,,
3/9/2020,Síntomas,,,,,,,
3/16/2020,Síntomas,,,,,,,
3/25/2020,Síntomas,,,,,,,
4/1/2020,Síntomas,,,,,"<0,001",,
4/6/2020,Síntomas,,,,,"<0,001",,
4/16/2020,Síntomas,,,,,"<0,001",,
4/27/2020,Síntomas,,,,,,,
5/4/2020,Síntomas,,,,,,,
5/11/2020,Síntomas,,,,,,,
5/14/2020,Síntomas,,,,,,,
11/18/2020,Síntomas,,618406,327446,290782,"<0,001",,
11/25/2020,Síntomas,,664083,352020,311873,"<0,001",,
12/2/2020,Síntomas,,703891,373472,330333,"<0,001",,
12/9/2020,Síntomas,,738194,392212,345893,"<0,001",,
12/16/2020,Síntomas,,776732,412923,363716,"<0,001",,
12/22/2020,Síntomas,,811660,431546,380001,"<0,001",,
12/29/2020,Síntomas,,850442,452200,398117,"<0,001",,
5/21/2020,Síntomas¹,,,,,,,
5/29/2020,Síntomas¹,,,,,,,
3/2/2020,Sobrepeso/obesidad,,1,,,,,
11/18/2020,Social^,,20,9,11,,,
11/25/2020,Social^,,172,97,75,,,
12/2/2020,Social^,,790,445,345,,,
12/9/2020,Social^,,1259,687,572,,,
12/16/2020,Social^,,1849,987,862,,,
12/22/2020,Social^,,2266,1176,1090,,,
12/29/2020,Social^,,2924,1496,1428,,,
8/6/2020,Test rápido de anticuerpos,,8,4,,"<0,001",,
8/13/2020,Test rápido de anticuerpos,,8,4,4,"<0,001",,
8/20/2020,Test rápido de anticuerpos,,8,4,4,,,
9/9/2020,Test rápido de anticuerpos,,10,5,5,,,
9/16/2020,Test rápido de anticuerpos,,10,6,4,,,
9/23/2020,Test rápido de anticuerpos,,10,5,5,,,
9/30/2020,Test rápido de anticuerpos,,15,6,9,,,
10/7/2020,Test rápido de anticuerpos,,21,8,13,,,
10/14/2020,Test rápido de anticuerpos,,20,9,11,,,
10/21/2020,Test rápido de anticuerpos,,27,12,15,,,
10/28/2020,Test rápido de anticuerpos,,52,22,30,,,
11/6/2020,Test rápido de anticuerpos,,86,41,45,,,
11/12/2020,Test rápido de anticuerpos,,105,49,56,,,
11/18/2020,Test rápido de anticuerpos,,123,60,63,,,
11/25/2020,Test rápido de anticuerpos,,131,65,66,,,
12/2/2020,Test rápido de anticuerpos,,144,70,74,,,
12/9/2020,Test rápido de anticuerpos,,152,78,74,,,
12/16/2020,Test rápido de anticuerpos,,174,88,86,,,
12/22/2020,Test rápido de anticuerpos,,192,97,95,,,
12/29/2020,Test rápido de anticuerpos,,189,94,95,,,
3/2/2020,Tos,,16,,,,,
3/9/2020,Tos,,76,,,,,
3/16/2020,Tos,,240,,,,,
3/25/2020,Tos,,1471,764,707,"0,036",,
4/1/2020,Tos,,4772,2351,2411,"0,174",,
4/6/2020,Tos,,6590,3307,3275,"0,828",,
4/16/2020,Tos,10828,8020,4072,3943,"<0,001",,
4/27/2020,Tos,56464,41938,21582,20352,"0,008",,
5/4/2020,Tos,60491,44360,23028,21332,"<0,001",,
5/11/2020,Tos,85302,58714,30875,27832,"<0,001",,
5/14/2020,Tos,86151,59309,31224,28078,"<0,001",,
5/21/2020,Tos,92806,63960,33796,30157,"<0,001",,
5/29/2020,Tos,,64281,33961,30314,"<0,001",,
4/27/2020,Una o más,121228,79820,40419,39396,"<0,001",,
5/4/2020,Una o más,129937,85136,43589,41547,"<0,001",,
5/11/2020,Una o más,147451,95301,49592,45119,"<0,001",,
5/14/2020,Una o más,150964,98129,50888,45927,"<0,001",,
5/21/2020,Una o más,159110,103440,53788,48340,"<0,001",,
5/29/2020,Una o más,,103573,53867,48401,"<0,001",,
3/25/2020,Una o más (Otros sintomas),,729,363,366,"0,558",,
4/6/2020,Una o más (Otros sintomas),,34953,16177,18771,"<0,001",,
4/16/2020,Una o más (Otros sintomas),81587,54083,26038,28038,"<0,001",,
4/1/2020,Ventilacion mecanica,,868,240,626,"<0,001",,
4/6/2020,Ventilacion mecanica,,1535,446,1089,"<0,001",,
4/27/2020,Ventilacion mecanica,53867,3969,1205,2763,"<0,001",,
5/4/2020,Ventilacion mecanica,58737,4277,1302,2975,"<0,001",,
5/11/2020,Ventilacion mecanica,69371,5350,1742,3608,"<0,001",,
5/14/2020,Ventilacion mecanica,70912,5408,1761,3647,"<0,001",,
5/21/2020,Ventilacion mecanica,77059,5781,1899,3882,"<0,001",,
5/29/2020,Ventilacion mecanica,,5809,1900,3909,"<0,001",,
3/2/2020,Vomitos,,0,,,,,
3/9/2020,Vomitos,,2,,,,,
3/16/2020,Vomitos,,19,,,,,
3/25/2020,Vomitos,,137,57,80,"0,026",,
4/1/2020,Vomitos,,480,286,192,"<0,001",,
4/6/2020,Vomitos,,703,422,280,"<0,001",,
4/16/2020,Vomitos,9276,862,529,332,"<0,001",,
4/27/2020,Vomitos,17188,1733,1079,654,"<0,001",,
5/4/2020,Vomitos,18496,1808,1129,679,"<0,001",,
5/11/2020,Vomitos,32929,2516,1606,910,"<0,001",,
5/14/2020,Vomitos,33565,2581,1654,927,"<0,001",,
5/21/2020,Vomitos,37903,3245,2104,1141,"<0,001",,
5/29/2020,Vomitos,,3297,2143,1154,"<0,001",,
,,,,,,,,
